orderid,orderdate,ordertime,deliverytimeminutes,orderstatus,paymentmethod,customerid,customer_name,customer_city,restaurantid,restaurant_name,restaurant_city,cuisine,item_total_price,foodcost,deliveryfee,discount,couponcode,campaignname,gst,order_final_amount,customerrating,deliveryrating,foodrating,review,sentiment,temperature,rainfall,weathercondition
103314,2023-08-20,17:42:00,48,Delivered,Wallet,9531.0,Shaurya Badami,Chennai,447.0,Royal Bites,Bengaluru,Fast Food,,269.0,40.0,0.0,,,13.45,322.45,,,,,,31.8,37.8,Cloudy
103316,2023-12-24,15:57:00,48,Delivered,Wallet,10087.0,Ekaraj Sant,Mumbai,859.0,Curry Diner,Pune,Desserts,,596.0,49.0,0.0,,,29.8,674.8,5.0,5.0,5.0,Amazing experience overall.,Positive,22.1,0.1,Clear
103317,2023-01-18,13:05:00,46,Delivered Late,Wallet,3875.0,Vritti Ravi,Chennai,67.0,Tasty Bites,Chandigarh,Chinese,,353.0,0.0,0.0,,,17.65,370.65,5.0,4.0,4.0,Delivery partner was very polite.,Positive,,,
103318,2024-08-18,21:14:00,19,Delivered,Credit Card,11727.0,Ikbal Lata,Ludhiana,652.0,Urban Point,Hyderabad,Chinese,,467.0,0.0,0.0,,,23.35,490.35,4.0,3.0,4.0,Packaging was excellent and food was hot.,Positive,54.4,0.0,Rainy
103319,2023-04-11,18:25:00,30,Delivered,Cash on Delivery,7170.0,Vrishti Chhabra,Coimbatore,651.0,Urban House,Visakhapatnam,Bakery,,405.0,49.0,101.25,ZOMAC9G7,Summer Splash,20.25,373.0,1.0,2.0,1.0,Very disappointed with the service.,Negative,23.4,7.6,Clear
103319,2023-04-11,18:25:00,30,Delivered,Cash on Delivery,7170.0,Vrishti Chhabra,Coimbatore,651.0,Urban House,Visakhapatnam,Bakery,,405.0,49.0,101.25,ZOMAC9G7,Summer Splash,20.25,373.0,1.0,2.0,1.0,Very disappointed with the service.,Negative,41.1,3.4,Clear
103321,2023-12-23,09:37:00,10,Delivered,Wallet,8530.0,Chameli Tandon,Lucknow,372.0,Curry Kitchen,Coimbatore,Street Food,,211.0,25.0,42.2,ZOM74N3E,Great Indian Food Fest,10.55,204.35,3.0,4.0,3.0,Average experience.,Neutral,,,
103322,2024-11-01,08:24:00,18,Delivered,UPI,10639.0,Isha Suri,Mumbai,,,,,,336.0,0.0,134.4,ZOMDY1H6,First Order Free Delivery,16.8,218.4,3.0,2.0,3.0,Delivery was on time but food was mediocre.,Neutral,,,
103325,2023-04-06,09:10:00,31,Delivered,Wallet,11068.0,Samar Agate,Vadodara,745.0,Curry Diner,Nagpur,North Indian,,731.0,25.0,0.0,,,36.55,792.55,1.0,1.0,2.0,Quality was not up to the mark.,Negative,36.6,5.2,Clear
103326,2023-03-09,11:49:00,32,Delivered,Net Banking,2155.0,Mugdha Din,Bhubaneswar,420.0,The Grill,Ludhiana,Burgers,,309.0,40.0,123.6,ZOMU9ASQ,Summer Splash,15.45,240.85,5.0,4.0,4.0,Best biryani in town!,Positive,25.2,541.4,Humid
103327,2024-11-29,21:56:00,24,Delivered,Net Banking,2399.0,Daniel Aggarwal,Delhi,748.0,Curry Diner,Surat,Continental,,508.0,20.0,50.8,ZOMK774L,Great Indian Food Fest,25.4,502.6,,,,,,27.5,7.8,Clear
103327,2024-11-29,21:56:00,24,Delivered,Net Banking,2399.0,Daniel Aggarwal,Delhi,748.0,Curry Diner,Surat,Continental,,508.0,20.0,50.8,ZOMK774L,Great Indian Food Fest,25.4,502.6,,,,,,29.0,1.4,Foggy
103328,2023-11-16,11:53:00,27,Delivered,UPI,961.0,Pooja Bandi,Chandigarh,556.0,Green Hub,Indore,Pizza,,508.0,20.0,0.0,,,25.4,553.4,,,,,,,,
103329,2023-03-01,13:25:00,31,Delivered,Wallet,8227.0,MITALI LALL,Bhubaneswar,92.0,Tasty Diner,Chandigarh,Sushi,,269.0,49.0,134.5,ZOMKXZZW,Republic Day Offer,13.45,196.95,1.0,1.0,1.0,Order was incomplete.,Negative,37.9,5.5,Clear
103330,2023-10-08,19:20:00,51,Delivered Late,Credit Card,11381.0,Samuel Chadha,Raipur,490.0,Green Corner,Guwahati,Sushi,,489.0,0.0,0.0,,,24.45,513.45,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,,,
103331,2024-02-07,12:18:00,28,Delivered,Debit Card,2296.0,Bachittar Dubey,Kochi,850.0,Grand Corner,Guwahati,Mexican,,682.0,30.0,272.8,ZOM211CP,App Exclusive Deal,34.1,473.3,5.0,5.0,4.0,Great food and fast delivery!,Positive,,,
103332,2023-08-11,16:36:00,60,Delivered Late,Debit Card,4667.0,Eiravati Mukhopadhyay,Jaipur,807.0,Spicy Grill,Nagpur,Biryani,,728.0,25.0,0.0,,,36.4,789.4,4.0,4.0,4.0,Best biryani in town!,Positive,30.8,58.2,Clear
103333,2023-12-18,11:44:00,44,Delivered,Credit Card,10940.0,Michael Hari,Kolkata,995.0,Curry Corner,Nashik,Sushi,,754.0,30.0,0.0,,,37.7,821.7,4.0,4.0,4.0,Best biryani in town!,Positive,,,
103335,2023-08-26,14:26:00,24,Delivered,Wallet,129.0,Nidhi Gour,Ahmedabad,221.0,Curry House,Guwahati,Seafood,,237.0,0.0,0.0,,,11.85,248.85,5.0,5.0,5.0,Delivery partner was very polite.,Positive,41.5,0.0,Cloudy
103335,2023-08-26,14:26:00,24,Delivered,Wallet,129.0,Nidhi Gour,Ahmedabad,221.0,Curry House,Guwahati,Seafood,,237.0,0.0,0.0,,,11.85,248.85,3.0,4.0,3.0,"Food was okay, nothing special.",Neutral,41.5,0.0,Cloudy
103338,2023-03-15,14:57:00,48,Delivered,Wallet,3292.0,Bhavika Manda,Lucknow,1127.0,Spicy Diner,Ahmedabad,Pizza,,478.0,20.0,191.2,ZOM2UW7K,Republic Day Offer,23.9,330.7,1.0,2.0,1.0,Food arrived cold and late.,Negative,,,
103339,2024-02-01,01:28:00,29,Delivered,Credit Card,5957.0,Ishani Sachdeva,Nagpur,1161.0,green cafe,Bhubaneswar,Chinese,,380.0,30.0,0.0,,,19.0,429.0,5.0,4.0,5.0,"Loved the taste, will order again.",Positive,16.9,0.0,Cloudy
103339,2024-02-01,01:28:00,29,Delivered,Credit Card,5957.0,Ishani Sachdeva,Nagpur,1161.0,green cafe,Bhubaneswar,Chinese,,380.0,30.0,0.0,,,19.0,429.0,3.0,4.0,2.0,,Neutral,16.9,0.0,Cloudy
103340,2024-10-06,07:09:00,39,Delivered,Credit Card,6203.0,Girindra Chowdhury,Bhopal,324.0,Green Point,Jaipur,Pizza,,482.0,0.0,0.0,,,24.1,506.1,5.0,5.0,5.0,"Loved the taste, will order again.",Positive,,,
103341,2023-11-09,12:10:00,78,Delivered Late,Debit Card,10084.0,Viraj Handa,Bengaluru,851.0,Green Cafe,Visakhapatnam,Burgers,,158.0,0.0,79.0,ZOMT6DY1,First Order Free Delivery,7.9,86.9,5.0,5.0,5.0,Delivery partner was very polite.,Positive,23.8,25.2,Cloudy
103342,2023-12-13,13:11:00,34,Delivered,Net Banking,3517.0,Laban Arya,Raipur,719.0,Grand Point,Mumbai,Biryani,,786.0,30.0,0.0,,,39.3,855.3,3.0,3.0,4.0,"Food was okay, nothing special.",Neutral,,,
103343,2023-07-13,13:34:00,32,Delivered,Net Banking,4656.0,gautami kanda,Coimbatore,1151.0,TASTY KITCHEN,Hyderabad,Fast Food,,548.0,30.0,274.0,ZOM8FR78,Payday Delight,27.4,331.4,5.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,30.1,93.7,Cloudy
103344,2023-09-05,15:17:00,82,Delivered Late,Credit Card,2929.0,Gaurika Ben,Kolkata,551.0,Green Bites,Jaipur,Street Food,,644.0,40.0,0.0,,,32.2,716.2,5.0,5.0,4.0,Delivery partner was very polite.,Positive,31.5,0.0,Foggy
103345,2024-11-08,13:00:00,235,Delivered,Wallet,2359.0,Girik Dani,Coimbatore,785.0,Curry Hub,Pune,Pizza,,286.0,40.0,57.2,ZOM5H7Z1,Mega Cashback Week,14.3,283.1,,,,,,25.7,479.6,Rainy
103345,2024-11-08,13:00:00,235,Delivered,Wallet,2359.0,Girik Dani,Coimbatore,785.0,Curry Hub,Pune,Pizza,,286.0,40.0,57.2,ZOM5H7Z1,Mega Cashback Week,14.3,283.1,,,,,,27.9,44.4,Rainy
103345,2024-11-08,13:00:00,235,Delivered,Wallet,2359.0,Girik Dani,Coimbatore,785.0,Curry Hub,Pune,Pizza,,286.0,40.0,57.2,ZOM5H7Z1,Mega Cashback Week,14.3,283.1,,,,,,36.3,0.0,Humid
103346,2023-03-17,19:01:00,40,Delivered,Net Banking,2465.0,Aradhana Dara,Visakhapatnam,317.0,Curry House,Surat,Continental,,680.0,25.0,272.0,ZOM17HQ0,Summer Splash,34.0,467.0,5.0,4.0,5.0,"Loved the taste, will order again.",Positive,34.0,,Cloudy
103347,2024-01-27,12:25:00,41,Delivered,Net Banking,1855.0,Kiaan Wali,Ludhiana,487.0,Urban House,Chandigarh,Seafood,,395.0,20.0,0.0,,,19.75,434.75,4.0,3.0,4.0,Best biryani in town!,Positive,23.3,0.3,Clear
103347,2024-01-27,12:25:00,41,Delivered,Net Banking,1855.0,Kiaan Wali,Ludhiana,487.0,Urban House,Chandigarh,Seafood,,395.0,20.0,0.0,,,19.75,434.75,4.0,3.0,4.0,Best biryani in town!,Positive,19.1,5.7,Humid
103347,2024-01-27,12:25:00,41,Delivered,Net Banking,1855.0,Kiaan Wali,Ludhiana,487.0,Urban House,Chandigarh,Seafood,,395.0,20.0,0.0,,,19.75,434.75,4.0,3.0,4.0,Best biryani in town!,Positive,15.5,0.0,Rainy
103347,2024-01-27,12:25:00,41,Delivered,Net Banking,1855.0,Kiaan Wali,Ludhiana,487.0,Urban House,Chandigarh,Seafood,,395.0,20.0,0.0,,,19.75,434.75,4.0,3.0,4.0,Best biryani in town!,Positive,17.9,1.2,Foggy
103349,2024-12-27,19:44:00,24,Delivered,Net Banking,4417.0,Sarthak Pandit,Bengaluru,529.0,Grand House,Ludhiana,Street Food,,329.0,0.0,0.0,,,16.45,345.45,3.0,2.0,3.0,"Food was okay, nothing special.",Neutral,15.0,0.1,Rainy
103349,2024-12-27,19:44:00,24,Delivered,Net Banking,4417.0,Sarthak Pandit,Bengaluru,529.0,Grand House,Ludhiana,Street Food,,329.0,0.0,0.0,,,16.45,345.45,3.0,2.0,3.0,"Food was okay, nothing special.",Neutral,20.3,0.0,Humid
103349,2024-12-27,19:44:00,24,Delivered,Net Banking,4417.0,Sarthak Pandit,Bengaluru,529.0,Grand House,Ludhiana,Street Food,,329.0,0.0,0.0,,,16.45,345.45,3.0,2.0,3.0,"Food was okay, nothing special.",Neutral,15.4,6.3,Rainy
103350,2023-03-23,11:37:00,56,Delivered,Credit Card,2503.0,Nitesh Bassi,Mumbai,468.0,The Treats,Visakhapatnam,Thai,,556.0,30.0,0.0,,,27.8,613.8,5.0,4.0,5.0,,Positive,,,
103351,2024-02-27,20:39:00,34,Delivered,Wallet,6410.0,janaki srinivasan,Raipur,839.0,The Corner,Hyderabad,South Indian,,453.0,20.0,226.5,ZOMMYSZB,Great Indian Food Fest,22.65,269.15,2.0,3.0,1.0,Food arrived cold and late.,Negative,,,
103353,2023-06-11,11:49:00,37,Delivered,Wallet,6409.0,Hitesh Nagarajan,Coimbatore,194.0,Tasty Diner,Pune,Italian,,545.0,20.0,0.0,,,27.25,592.25,1.0,1.0,1.0,Quality was not up to the mark.,Negative,28.1,449.9,Stormy
103353,2023-06-11,11:49:00,37,Delivered,Wallet,6409.0,Hitesh Nagarajan,Coimbatore,194.0,Tasty Diner,Pune,Italian,,545.0,20.0,0.0,,,27.25,592.25,1.0,1.0,1.0,Quality was not up to the mark.,Negative,25.9,0.0,Humid
103356,2023-03-19,17:07:00,35,Delivered,UPI,10457.0,Harshil Magar,Bhubaneswar,236.0,Curry Treats,Visakhapatnam,,,344.0,30.0,0.0,,,17.2,391.2,5.0,5.0,5.0,Best biryani in town!,Positive,36.4,0.0,Rainy
103356,2023-03-19,17:07:00,35,Delivered,UPI,10457.0,Harshil Magar,Bhubaneswar,236.0,Curry Treats,Visakhapatnam,,,344.0,30.0,0.0,,,17.2,391.2,5.0,5.0,5.0,Best biryani in town!,Positive,31.1,5.8,Foggy
103356,2023-03-19,17:07:00,35,Delivered,UPI,10457.0,Harshil Magar,Bhubaneswar,236.0,Curry Treats,Visakhapatnam,,,344.0,30.0,0.0,,,17.2,391.2,5.0,5.0,5.0,Best biryani in town!,Positive,28.3,18.4,Humid
103357,2023-06-03,17:47:00,37,Delivered,Cash on Delivery,2184.0,Shivani Bakshi,Chandigarh,91.0,The House,Bengaluru,Fast Food,,335.0,49.0,0.0,,,16.75,400.75,5.0,5.0,5.0,Best biryani in town!,Positive,30.5,85.5,Clear
103357,2023-06-03,17:47:00,37,Delivered,Cash on Delivery,2184.0,Shivani Bakshi,Chandigarh,91.0,The House,Bengaluru,Fast Food,,335.0,49.0,0.0,,,16.75,400.75,5.0,5.0,5.0,Best biryani in town!,Positive,30.3,2.1,Clear
103357,2023-06-03,17:47:00,37,Delivered,Cash on Delivery,2184.0,Shivani Bakshi,Chandigarh,91.0,The House,Bengaluru,Fast Food,,335.0,49.0,0.0,,,16.75,400.75,5.0,5.0,5.0,Best biryani in town!,Positive,26.1,3.9,Stormy
103358,2024-06-13,23:49:00,35,Delivered,Debit Card,2208.0,Janani Gara,Visakhapatnam,1178.0,Royal Kitchen,Chandigarh,Chinese,,367.0,0.0,0.0,,,18.35,385.35,3.0,2.0,3.0,"Food was okay, nothing special.",Neutral,,,
103359,2023-03-14,10:43:00,30,Delivered,Credit Card,3139.0,CHAITANYA KOTHARI,Chennai,827.0,Tasty Diner,Bhopal,Healthy Food,,280.0,25.0,0.0,,,14.0,319.0,2.0,3.0,2.0,Food arrived cold and late.,Negative,,,
103360,2024-04-18,15:49:00,54,Delivered Late,Debit Card,10811.0,Nihal Narula,Ahmedabad,863.0,Golden Hub,Surat,Healthy Food,,379.0,40.0,75.8,ZOMUENYL,Festive Feast,18.95,362.15,1.0,1.0,1.0,Very disappointed with the service.,Negative,,,
103363,2024-12-06,21:07:00,28,Delivered,Cash on Delivery,10710.0,Sudiksha Bajaj,Chandigarh,87.0,The Treats,Raipur,Fast Food,,461.0,25.0,0.0,,,23.05,509.05,3.0,4.0,2.0,Average experience.,Neutral,13.7,5.0,Cloudy
103363,2024-12-06,21:07:00,28,Delivered,Cash on Delivery,10710.0,Sudiksha Bajaj,Chandigarh,87.0,The Treats,Raipur,Fast Food,,461.0,25.0,0.0,,,23.05,509.05,3.0,4.0,2.0,Average experience.,Neutral,10.6,6.8,Cloudy
103364,2024-02-16,22:40:00,33,Delivered,Cash on Delivery,898.0,Tanvi Raval,Chennai,592.0,Golden Point,Surat,BBQ,,346.0,25.0,0.0,,,17.3,388.3,5.0,5.0,4.0,Delivery partner was very polite.,Positive,13.2,4.8,Humid
103364,2024-02-16,22:40:00,33,Delivered,Cash on Delivery,898.0,Tanvi Raval,Chennai,592.0,Golden Point,Surat,BBQ,,346.0,25.0,0.0,,,17.3,388.3,5.0,5.0,4.0,Delivery partner was very polite.,Positive,25.9,8.8,Clear
103365,2023-03-06,18:42:00,17,Delivered,Cash on Delivery,6701.0,Champak Arya,Indore,1149.0,Tasty Treats,Pune,Seafood,,179.0,20.0,44.75,ZOMAC9G7,Summer Splash,8.95,163.2,3.0,2.0,3.0,,Neutral,34.6,0.1,Humid
103365,2023-03-06,18:42:00,17,Delivered,Cash on Delivery,6701.0,Champak Arya,Indore,1149.0,Tasty Treats,Pune,Seafood,,179.0,20.0,44.75,ZOMAC9G7,Summer Splash,8.95,163.2,3.0,2.0,3.0,,Neutral,18.7,14.6,Cloudy
103366,2023-05-28,19:02:00,40,Delivered,Credit Card,9933.0,Tanay Arora,Bhubaneswar,271.0,Royal Cafe,Raipur,Fast Food,,163.0,25.0,0.0,,,8.15,196.15,1.0,2.0,2.0,Wrong item delivered.,Negative,29.3,2.8,Humid
103367,2023-02-22,19:02:00,31,Delivered,Debit Card,10103.0,Brinda Chauhan,Vadodara,943.0,Golden Grill,Pune,South Indian,,462.0,0.0,184.8,ZOM1N515,App Exclusive Deal,23.1,300.3,5.0,5.0,5.0,"Loved the taste, will order again.",Positive,,,
103369,2024-12-11,13:15:00,36,Delivered,Net Banking,8678.0,Kalpit Ratti,Nagpur,313.0,Green Point,Nashik,Burgers,,285.0,40.0,0.0,,,14.25,339.25,5.0,4.0,4.0,Packaging was excellent and food was hot.,Positive,,,
103370,2023-05-06,18:03:00,81,Delivered Late,Cash on Delivery,4709.0,Chandran Dubey,Pune,75.0,Urban Diner,Guwahati,Italian,,430.0,49.0,86.0,ZOM9ECMM,Monsoon Munchies,21.5,414.5,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,32.2,5.7,Humid
103370,2023-05-06,18:03:00,81,Delivered Late,Cash on Delivery,4709.0,Chandran Dubey,Pune,75.0,Urban Diner,Guwahati,Italian,,430.0,49.0,86.0,ZOM9ECMM,Monsoon Munchies,21.5,414.5,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,28.7,0.0,Clear
103371,2024-07-12,07:39:00,8,Delivered,Debit Card,505.0,Yasti Kulkarni,Nagpur,64.0,Urban Treats,Guwahati,BBQ,,383.0,0.0,0.0,,,19.15,402.15,5.0,5.0,5.0,"Loved the taste, will order again.",Positive,26.1,41.8,Clear
103371,2024-07-12,07:39:00,8,Delivered,Debit Card,505.0,Yasti Kulkarni,Nagpur,64.0,Urban Treats,Guwahati,BBQ,,383.0,0.0,0.0,,,19.15,402.15,5.0,5.0,5.0,"Loved the taste, will order again.",Positive,28.1,104.9,Rainy
103371,2024-07-12,07:39:00,8,Delivered,Debit Card,505.0,Yasti Kulkarni,Nagpur,64.0,Urban Treats,Guwahati,BBQ,,383.0,0.0,0.0,,,19.15,402.15,5.0,5.0,5.0,"Loved the taste, will order again.",Positive,25.2,43.3,Cloudy
103372,2024-10-20,20:42:00,25,Delivered,Credit Card,2412.0,Lohit Lalla,Vadodara,525.0,Curry Diner,Bengaluru,South Indian,,479.0,25.0,143.7,ZOMKTGLP,Weekend Bonanza,23.95,384.25,,,,,,,,
103373,2024-09-15,12:03:00,24,Delivered,Net Banking,746.0,Omisha Doshi,Coimbatore,728.0,URBAN KITCHEN,Delhi,BBQ,,135.0,49.0,0.0,,,6.75,190.75,4.0,6.0,4.0,Delivery partner was very polite.,Positive,,,
103374,2024-09-13,17:51:00,78,Delivered Late,Net Banking,2217.0,Ekani Chopra,Kochi,215.0,Urban Kitchen,Pune,Mexican,,60.0,20.0,0.0,,,3.0,83.0,5.0,5.0,5.0,Delivery partner was very polite.,Positive,20.8,0.0,Humid
103374,2024-09-13,17:51:00,78,Delivered Late,Net Banking,2217.0,Ekani Chopra,Kochi,215.0,Urban Kitchen,Pune,Mexican,,60.0,20.0,0.0,,,3.0,83.0,5.0,5.0,5.0,Delivery partner was very polite.,Positive,21.4,159.6,Humid
103374,2024-09-13,17:51:00,78,Delivered Late,Net Banking,2217.0,Ekani Chopra,Kochi,215.0,Urban Kitchen,Pune,Mexican,,60.0,20.0,0.0,,,3.0,83.0,5.0,5.0,5.0,Delivery partner was very polite.,Positive,32.3,154.1,Rainy
103374,2024-09-13,17:51:00,78,Delivered Late,Net Banking,2217.0,Ekani Chopra,Kochi,215.0,Urban Kitchen,Pune,Mexican,,60.0,20.0,0.0,,,3.0,83.0,5.0,5.0,5.0,Delivery partner was very polite.,Positive,30.4,0.0,Rainy
103375,2024-01-06,21:40:00,41,Delivered,Cash on Delivery,8105.0,Mugdha Subramanian,Chennai,,,,,,196.0,49.0,19.6,ZOMKA42N,Late Night Cravings,9.8,235.2,2.0,2.0,3.0,Delivery took way too long.,Negative,,,
103378,2024-04-29,19:35:00,35,Delivered,Net Banking,11652.0,Ishwar Chadha,Indore,63.0,Blue Treats,Coimbatore,Street Food,,484.0,49.0,48.4,ZOMYARSY,First Order Free Delivery,24.2,508.8,3.0,2.0,2.0,Delivery was on time but food was mediocre.,Neutral,35.8,1.0,Clear
103378,2024-04-29,19:35:00,35,Delivered,Net Banking,11652.0,Ishwar Chadha,Indore,63.0,Blue Treats,Coimbatore,Street Food,,484.0,49.0,48.4,ZOMYARSY,First Order Free Delivery,24.2,508.8,3.0,2.0,2.0,Delivery was on time but food was mediocre.,Neutral,33.8,26.3,Cloudy
103378,2024-04-29,19:35:00,35,Delivered,Net Banking,11652.0,Ishwar Chadha,Indore,63.0,Blue Treats,Coimbatore,Street Food,,484.0,49.0,48.4,ZOMYARSY,First Order Free Delivery,24.2,508.8,3.0,2.0,2.0,Delivery was on time but food was mediocre.,Neutral,30.3,2.1,Cloudy
103379,2023-08-17,20:28:00,66,Delivered Late,Credit Card,3202.0,Suhani Guha,Bhopal,,,,,,543.0,25.0,0.0,,,27.15,595.15,2.0,1.0,1.0,Order was incomplete.,Negative,,,
103380,2024-01-05,22:08:00,25,Delivered,UPI,9139.0,Baljiwan Patla,Patna,230.0,The Diner,Chennai,North Indian,,438.0,40.0,0.0,,,21.9,499.9,5.0,4.0,4.0,Best biryani in town!,Positive,22.4,5.4,Humid
103380,2024-01-05,22:08:00,25,Delivered,UPI,9139.0,Baljiwan Patla,Patna,230.0,The Diner,Chennai,North Indian,,438.0,40.0,0.0,,,21.9,499.9,5.0,4.0,4.0,Best biryani in town!,Positive,6.8,5.5,Clear
103381,2024-05-27,07:22:00,41,Delivered,Net Banking,4115.0,Chanakya Barad,Nashik,484.0,Green Kitchen,Bengaluru,Mughlai,,479.0,49.0,0.0,,,23.95,551.95,5.0,5.0,5.0,Best biryani in town!,Positive,,,
103382,2023-12-24,16:08:00,37,Delivered,Wallet,9074.0,Janaki Reddy,Vadodara,,,,,,60.0,0.0,0.0,,,3.0,63.0,2.0,2.0,3.0,Delivery took way too long.,Negative,,,
103383,2024-01-04,17:12:00,31,Delivered,UPI,6578.0,Chasmum Singhal,Bhubaneswar,252.0,The Bites,Kolkata,South Indian,,223.0,20.0,0.0,,,11.15,254.15,5.0,5.0,5.0,"Loved the taste, will order again.",Positive,14.0,9.7,Clear
103383,2024-01-04,17:12:00,31,Delivered,UPI,6578.0,Chasmum Singhal,Bhubaneswar,252.0,The Bites,Kolkata,South Indian,,223.0,20.0,0.0,,,11.15,254.15,5.0,5.0,5.0,"Loved the taste, will order again.",Positive,31.5,2.0,Stormy
103383,2024-01-04,17:12:00,31,Delivered,UPI,6578.0,Chasmum Singhal,Bhubaneswar,252.0,The Bites,Kolkata,South Indian,,223.0,20.0,0.0,,,11.15,254.15,5.0,5.0,5.0,"Loved the taste, will order again.",Positive,18.0,16.0,Rainy
103384,2024-06-24,11:53:00,36,Delivered,Debit Card,581.0,Radhika Pall,Bhubaneswar,38.0,Green Grill,Ahmedabad,Biryani,,340.0,25.0,0.0,,,17.0,382.0,4.0,5.0,4.0,Delivery partner was very polite.,Positive,28.5,16.5,Rainy
103385,2024-08-19,13:18:00,31,Delivered,UPI,11633.0,Azaan Nath,Pune,279.0,Spicy House,Indore,Thai,,453.0,30.0,0.0,,,22.65,505.65,4.0,3.0,4.0,Best biryani in town!,Positive,30.6,22.6,Clear
103385,2024-08-19,13:18:00,31,Delivered,UPI,11633.0,Azaan Nath,Pune,279.0,Spicy House,Indore,Thai,,453.0,30.0,0.0,,,22.65,505.65,4.0,3.0,4.0,Best biryani in town!,Positive,29.9,52.4,Clear
103387,2024-09-26,11:22:00,15,Delivered,Net Banking,11192.0,Abhiram Prabhu,Jaipur,1155.0,urban point,Pune,Biryani,,148.0,25.0,29.6,ZOMMUY0F,First Order Free Delivery,7.4,150.8,5.0,5.0,4.0,Great food and fast delivery!,Positive,,,
103388,2024-03-14,12:53:00,19,Delivered,Net Banking,11392.0,Shivansh Ahuja,Pune,235.0,Curry Hub,Bhubaneswar,Mughlai,,580.0,25.0,0.0,,,29.0,634.0,5.0,5.0,4.0,Best biryani in town!,Positive,32.9,0.0,Foggy
103390,2024-11-15,09:43:00,45,Delivered,Net Banking,330.0,Sachi Kara,Ludhiana,,,,,,487.0,30.0,0.0,,,24.35,541.35,3.0,3.0,2.0,Average experience.,Neutral,,,
103391,2024-09-15,21:49:00,33,Delivered,UPI,3145.0,Gaurang Dhaliwal,Lucknow,680.0,Green Bites,Bhopal,Street Food,,314.0,30.0,0.0,,,15.7,359.7,5.0,5.0,4.0,Packaging was excellent and food was hot.,Positive,24.1,0.0,Clear
103392,2023-08-21,14:03:00,35,Delivered,UPI,9943.0,Dayita Tak,Guwahati,269.0,Curry Kitchen,Kochi,Pizza,,412.0,49.0,123.6,ZOM4CA2P,Great Indian Food Fest,20.6,358.0,1.0,1.0,2.0,Food arrived cold and late.,Negative,,,
103393,2023-03-30,19:02:00,18,Delivered,Net Banking,5376.0,Fariq Trivedi,Patna,898.0,Spicy Bites,Hyderabad,Continental,,259.0,0.0,0.0,,,12.95,271.95,3.0,3.0,3.0,"Food was okay, nothing special.",Neutral,,,
103395,2023-08-24,15:20:00,46,Delivered,Credit Card,4189.0,VARSHA BALASUBRAMANIAN,Nashik,269.0,Curry Kitchen,Kochi,Pizza,,270.0,49.0,0.0,,,13.5,332.5,5.0,5.0,5.0,Best biryani in town!,Positive,,,
103396,2023-11-11,12:43:00,41,Delivered,Credit Card,2791.0,Dakshesh Cheema,Nashik,913.0,Curry Kitchen,Bhubaneswar,Healthy Food,,291.0,0.0,0.0,,,14.55,305.55,5.0,5.0,4.0,Delivery partner was very polite.,Positive,22.6,13.8,Humid
103397,2024-06-23,19:56:00,17,Delivered,Credit Card,2535.0,Omkaar Randhawa,Nagpur,691.0,Tasty Kitchen,Nashik,Fast Food,,498.0,20.0,49.8,ZOMBQZT6,Monsoon Munchies,24.9,493.1,3.0,4.0,3.0,Delivery was on time but food was mediocre.,Neutral,,,
103398,2024-02-13,19:16:00,10,Delivered,Debit Card,5581.0,Yutika Gupta,Raipur,953.0,Tasty Diner,Indore,Fast Food,,510.0,49.0,0.0,,,25.5,584.5,3.0,4.0,2.0,"Food was okay, nothing special.",Neutral,23.5,0.9,Clear
103399,2024-07-03,19:16:00,26,Delivered,Credit Card,4730.0,Leela Varghese,Kochi,590.0,Green Diner,Chennai,Healthy Food,,420.0,0.0,42.0,ZOME5F2M,New User Special,21.0,399.0,5.0,4.0,4.0,Delivery partner was very polite.,Positive,30.4,0.0,Humid
103400,2024-08-08,19:41:00,88,Delivered Late,Debit Card,9930.0,Veda Sanghvi,Ludhiana,,,,,,397.0,25.0,0.0,,,19.85,441.85,2.0,1.0,1.0,Delivery took way too long.,Negative,,,
103403,2024-07-21,15:56:00,35,Delivered,Cash on Delivery,5094.0,Timothy Vaidya,Coimbatore,760.0,Urban Bites,Chandigarh,Mexican,,466.0,30.0,0.0,,,23.3,519.3,4.0,5.0,3.0,Packaging was excellent and food was hot.,Positive,,,
103405,2024-08-06,07:21:00,39,Delivered,Cash on Delivery,7291.0,Nitara Dayal,Hyderabad,294.0,The Diner,Nagpur,Street Food,,258.0,25.0,0.0,,,12.9,295.9,2.0,2.0,3.0,Order was incomplete.,Negative,26.3,110.3,Rainy
103407,2023-10-11,12:00:00,38,Delivered,Wallet,1736.0,Nicholas Prabhakar,Kochi,508.0,Grand Corner,Mumbai,Fast Food,,321.0,0.0,64.2,ZOMVAVQC,First Order Free Delivery,16.05,272.85,3.0,2.0,2.0,Average experience.,Neutral,31.1,0.0,Cloudy
103407,2023-10-11,12:00:00,38,Delivered,Wallet,1736.0,Nicholas Prabhakar,Kochi,508.0,Grand Corner,Mumbai,Fast Food,,321.0,0.0,64.2,ZOMVAVQC,First Order Free Delivery,16.05,272.85,3.0,2.0,2.0,Average experience.,Neutral,24.6,27.0,Cloudy
