orderid,orderdate,ordertime,deliverytimeminutes,orderstatus,paymentmethod,customerid,customer_name,customer_city,restaurantid,restaurant_name,restaurant_city,cuisine,item_total_price,foodcost,deliveryfee,discount,couponcode,campaignname,gst,order_final_amount,customerrating,deliveryrating,foodrating,review,sentiment,temperature,rainfall,weathercondition
100545,2024-07-29,17:21:00,32,Cancelled,Credit Card,4595.0,Ridhi Raju,Ludhiana,148.0,Tasty Grill,Hyderabad,Burgers,,536.0,49.0,0.0,,,26.8,611.8,,,,,,,,
100546,2023-03-20,21:20:00,56,Delivered,Debit Card,10737.0,Mohammed Gala,Indore,1085.0,Curry Cafe,Lucknow,Pizza,,502.0,30.0,150.6,ZOMRQDS6,App Exclusive Deal,25.1,406.5,3.0,4.0,2.0,,Neutral,,,
100547,2024-03-16,20:55:00,14,Delivered,Credit Card,3072.0,Abdul Gour,Chandigarh,535.0,Curry Cafe,Ahmedabad,South Indian,,364.0,30.0,0.0,,,18.2,412.2,3.0,4.0,2.0,"Food was okay, nothing special.",Neutral,34.9,0.0,Clear
100547,2024-03-16,20:55:00,14,Delivered,Credit Card,3072.0,Abdul Gour,Chandigarh,535.0,Curry Cafe,Ahmedabad,South Indian,,364.0,30.0,0.0,,,18.2,412.2,3.0,4.0,2.0,"Food was okay, nothing special.",Neutral,28.7,0.0,Clear
100548,2024-12-18,10:16:00,16,Delivered,Cash on Delivery,4022.0,Bhavya Gaba,Visakhapatnam,1050.0,Tasty Corner,Chandigarh,Mexican,,326.0,25.0,0.0,,,16.3,367.3,2.0,3.0,2.0,,Negative,20.3,0.2,Rainy
100549,2023-11-18,15:37:00,47,Cancelled,UPI,8074.0,Janaki Bassi,Patna,574.0,Curry Kitchen,Chennai,South Indian,,477.0,30.0,190.8,ZOMF4UYD,Monsoon Munchies,23.85,340.05,,,,,,,,
100550,2023-01-28,18:47:00,37,Delivered,Wallet,10651.0,Rohan Vora,Chennai,568.0,Golden Kitchen,Kolkata,Healthy Food,,491.0,25.0,0.0,,,24.55,540.55,2.0,3.0,2.0,Very disappointed with the service.,Negative,,,
100551,2023-02-19,18:33:00,49,Food Not Delivered,Net Banking,352.0,Gaurangi Keer,Ludhiana,1151.0,TASTY KITCHEN,Hyderabad,Fast Food,,276.0,25.0,0.0,,,13.8,314.8,5.0,5.0,4.0,"Loved the taste, will order again.",Positive,13.1,11.7,Clear
100552,2024-04-24,21:06:00,36,Delivered,Wallet,3354.0,Dhriti Sanghvi,Kochi,971.0,Urban Hub,Raipur,Street Food,,500.0,49.0,100.0,ZOMDV8MX,Summer Splash,25.0,474.0,5.0,5.0,5.0,,Positive,,,
100553,2024-07-22,10:16:00,35,Cancelled,Wallet,5547.0,viraj sathe,Guwahati,99.0,Golden Grill,Nashik,Sushi,,412.0,20.0,0.0,,,20.6,452.6,,,,,,32.7,206.4,Rainy
100553,2024-07-22,10:16:00,35,Cancelled,Wallet,5547.0,viraj sathe,Guwahati,99.0,Golden Grill,Nashik,Sushi,,412.0,20.0,0.0,,,20.6,452.6,,,,,,26.5,366.0,Clear
100553,2024-07-22,10:16:00,35,Cancelled,Wallet,5547.0,viraj sathe,Guwahati,99.0,Golden Grill,Nashik,Sushi,,412.0,20.0,0.0,,,20.6,452.6,,,,,,25.2,0.0,Clear
100554,2024-09-04,09:19:00,70,Delivered Late,Debit Card,6935.0,Karan Wadhwa,Surat,819.0,Urban Diner,Bhubaneswar,BBQ,,452.0,0.0,0.0,,,22.6,474.6,4.0,5.0,5.0,"Loved the taste, will order again.",Positive,24.2,253.2,Stormy
100555,2024-01-23,14:55:00,35,Cancelled,Credit Card,1094.0,Samar Sem,Surat,409.0,Urban Diner,Bhopal,Bakery,,624.0,20.0,0.0,,,31.2,675.2,,,,,,,,
100556,2023-07-14,17:35:00,29,Food Not Delivered,Net Banking,10908.0,Ijaya Saran,Ahmedabad,919.0,Urban Treats,Jaipur,Pizza,,476.0,40.0,0.0,,,23.8,539.8,3.0,3.0,4.0,,Neutral,29.9,286.6,Clear
100557,2024-05-22,02:34:00,11,Cancelled,Wallet,6236.0,Hema Nori,Hyderabad,1158.0,Spicy Diner,Hyderabad,BBQ,,439.0,25.0,0.0,,,21.95,485.95,,,,,,37.4,7.0,Foggy
100558,2024-01-26,18:08:00,33,Cancelled,Cash on Delivery,4673.0,Yagnesh Samra,Bhubaneswar,1161.0,green cafe,Bhubaneswar,Chinese,,201.0,40.0,40.2,ZOMAZGM7,Mega Cashback Week,10.05,210.85,,,,,,22.6,0.0,Clear
100558,2024-01-26,18:08:00,33,Cancelled,Cash on Delivery,4673.0,Yagnesh Samra,Bhubaneswar,1161.0,green cafe,Bhubaneswar,Chinese,,201.0,40.0,40.2,ZOMAZGM7,Mega Cashback Week,10.05,210.85,,,,,,17.8,0.6,Cloudy
100559,2024-11-16,10:50:00,58,Delivered,Net Banking,2002.0,Abhimanyu Talwar,Visakhapatnam,769.0,Tasty Diner,Coimbatore,South Indian,,168.0,40.0,0.0,,,8.4,216.4,2.0,3.0,3.0,Delivery took way too long.,Negative,24.7,0.0,Stormy
100560,2024-09-29,14:48:00,37,Delivered,Wallet,6936.0,Ekantika Sami,Kochi,647.0,The House,Vadodara,Chinese,,113.0,0.0,33.9,ZOM1UAHF,New User Special,5.65,84.75,5.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,25.3,71.9,Clear
100561,2024-08-14,14:47:00,38,Delivered,Wallet,5183.0,Yuvraj Pradhan,Coimbatore,334.0,Royal Corner,Guwahati,Healthy Food,,644.0,49.0,0.0,,,32.2,725.2,4.0,5.0,4.0,,Positive,20.8,4.6,Rainy
100562,2023-10-16,20:27:00,28,Food Not Delivered,Wallet,11958.0,Victor Badami,Kochi,740.0,Tasty Treats,Nagpur,South Indian,,330.0,25.0,0.0,,,16.5,371.5,4.0,4.0,5.0,Best biryani in town!,Positive,,,
100563,2024-09-24,21:29:00,25,Delivered,Net Banking,9971.0,Raghav Chaudhry,Jaipur,736.0,Spicy Diner,Ahmedabad,Mughlai,,487.0,49.0,0.0,,,24.35,560.35,4.0,4.0,5.0,Delivery partner was very polite.,Positive,27.6,75.7,Clear
100564,2024-10-18,18:31:00,40,Food Not Delivered,Net Banking,5903.0,Avni Contractor,Chennai,15.0,Golden Grill,Surat,Mexican,,360.0,30.0,144.0,ZOMK85Q4,App Exclusive Deal,18.0,264.0,1.0,1.0,1.0,Food arrived cold and late.,Negative,,,
100565,2024-07-13,18:39:00,34,Delivered,UPI,1686.0,Victor Sunder,Delhi,351.0,Curry Diner,Hyderabad,Pizza,,330.0,20.0,0.0,,,16.5,366.5,4.0,3.0,3.0,Amazing experience overall.,Positive,19.4,0.0,Clear
100566,2023-11-22,12:48:00,49,Delivered Late,Debit Card,9986.0,Madhavi Sridhar,Surat,1168.0,Golden House,Visakhapatnam,Mughlai,,331.0,49.0,0.0,,,16.55,396.55,2.0,2.0,1.0,Wrong item delivered.,Negative,28.9,32.9,Cloudy
100567,2023-03-21,08:03:00,47,Food Not Delivered,Cash on Delivery,1585.0,Tara Agrawal,Raipur,529.0,Grand House,Ludhiana,Street Food,,570.0,49.0,0.0,,,28.5,647.5,5.0,4.0,5.0,Great food and fast delivery!,Positive,,,
100568,2023-08-23,21:48:00,31,Food Not Delivered,UPI,11347.0,Chameli Gala,Lucknow,65.0,Royal Cafe,Mumbai,BBQ,,329.0,30.0,0.0,,,16.45,375.45,5.0,5.0,4.0,Packaging was excellent and food was hot.,Positive,,,
100569,2024-12-23,17:49:00,39,Delivered,Credit Card,7670.0,Urvi Mandal,Bengaluru,11.0,Urban Point,Jaipur,Bakery,,351.0,30.0,175.5,ZOMJKHB4,App Exclusive Deal,17.55,223.05,,,,,,,,
100570,2023-09-14,15:30:00,33,Delivered,Net Banking,5908.0,Isaac Narang,Vadodara,1145.0,Grand House,Nagpur,Street Food,,235.0,30.0,94.0,ZOMUY3Z1,Summer Splash,11.75,182.75,1.0,1.0,1.0,Quality was not up to the mark.,Negative,25.1,25.0,Humid
100571,2023-12-03,10:15:00,40,Food Not Delivered,UPI,8620.0,Hemangini Arya,Coimbatore,60.0,BLUE TREATS,Guwahati,Fast Food,,422.0,30.0,0.0,,,21.1,473.1,,,,,,,,
100572,2024-07-30,18:34:00,38,Cancelled,Net Banking,11100.0,Harrison Narasimhan,Bhopal,1001.0,Grand Point,Chennai,BBQ,,60.0,30.0,0.0,,,3.0,93.0,,,,,,,,
100573,2023-07-31,19:48:00,44,Delivered,UPI,11420.0,Jack Dhingra,Vadodara,684.0,curry treats,Kochi,Seafood,,435.0,40.0,0.0,,,21.75,496.75,5.0,4.0,5.0,Best biryani in town!,Positive,,,
100574,2023-12-29,11:29:00,28,Delivered,Debit Card,899.0,Maya Prabhakar,Coimbatore,843.0,Spicy Kitchen,Kolkata,Pizza,,295.0,40.0,118.0,ZOMDY1H6,First Order Free Delivery,14.75,231.75,4.0,4.0,5.0,Delivery partner was very polite.,Positive,,,
100575,2023-09-26,09:47:00,18,Delivered,Cash on Delivery,10587.0,Watika Choudhury,Pune,850.0,Grand Corner,Guwahati,Mexican,,572.0,49.0,0.0,,,28.6,649.6,3.0,3.0,4.0,Delivery was on time but food was mediocre.,Neutral,32.3,201.4,Cloudy
100575,2023-09-26,09:47:00,18,Delivered,Cash on Delivery,10587.0,Watika Choudhury,Pune,850.0,Grand Corner,Guwahati,Mexican,,572.0,49.0,0.0,,,28.6,649.6,3.0,3.0,4.0,Delivery was on time but food was mediocre.,Neutral,32.8,62.7,Clear
100576,2024-12-21,09:19:00,59,Delivered,UPI,6828.0,Dayamai Murty,Bhubaneswar,945.0,Spicy Treats,Coimbatore,Healthy Food,,640.0,0.0,0.0,,,32.0,672.0,4.0,5.0,3.0,Delivery partner was very polite.,Positive,12.9,4.5,Clear
100576,2024-12-21,09:19:00,59,Delivered,UPI,6828.0,Dayamai Murty,Bhubaneswar,945.0,Spicy Treats,Coimbatore,Healthy Food,,640.0,0.0,0.0,,,32.0,672.0,4.0,5.0,3.0,Delivery partner was very polite.,Positive,14.1,1.3,Clear
100576,2024-12-21,09:19:00,59,Delivered,UPI,6828.0,Dayamai Murty,Bhubaneswar,945.0,Spicy Treats,Coimbatore,Healthy Food,,640.0,0.0,0.0,,,32.0,672.0,4.0,5.0,3.0,Delivery partner was very polite.,Positive,15.5,0.0,Clear
100577,2023-10-17,09:58:00,42,Food Not Delivered,Debit Card,11047.0,Veer Chadha,Indore,1031.0,Golden Corner,Kochi,Street Food,,456.0,0.0,68.4,ZOMP8Q2W,New User Special,22.8,410.4,3.0,8.0,2.0,Delivery was on time but food was mediocre.,Neutral,22.0,15.5,Clear
100578,2023-12-21,14:38:00,27,Delivered,Net Banking,2779.0,Raagini Bandi,Bengaluru,324.0,Green Point,Jaipur,Pizza,,141.0,25.0,0.0,,,7.05,173.05,3.0,3.0,4.0,Average experience.,Neutral,25.4,3.2,Stormy
100578,2023-12-21,14:38:00,27,Delivered,Net Banking,2779.0,Raagini Bandi,Bengaluru,324.0,Green Point,Jaipur,Pizza,,141.0,25.0,0.0,,,7.05,173.05,3.0,3.0,4.0,Average experience.,Neutral,21.9,12.5,Cloudy
100578,2023-12-21,14:38:00,27,Delivered,Net Banking,2779.0,Raagini Bandi,Bengaluru,324.0,Green Point,Jaipur,Pizza,,141.0,25.0,0.0,,,7.05,173.05,3.0,3.0,4.0,Average experience.,Neutral,20.2,0.0,Stormy
100579,2023-11-16,19:00:00,37,Food Not Delivered,Net Banking,536.0,Arjun Char,Bhopal,1034.0,Royal Point,Chennai,Fast Food,,549.0,40.0,0.0,,,27.45,616.45,1.0,1.0,2.0,Order was incomplete.,Negative,,,
100580,2023-10-16,05:41:00,36,Delivered,Cash on Delivery,1741.0,Xiti Dua,Bhubaneswar,272.0,Royal Diner,Jaipur,Street Food,,350.0,30.0,0.0,,,17.5,397.5,2.0,3.0,3.0,Food arrived cold and late.,Negative,28.8,10.0,Foggy
100581,2024-01-12,20:47:00,31,Delivered,Net Banking,11666.0,Urishilla Naik,Delhi,762.0,The Hub,Surat,Healthy Food,,461.0,0.0,0.0,,,23.05,484.05,3.0,3.0,3.0,Average experience.,Neutral,,,
100582,2024-09-06,13:58:00,201,Delivered,Credit Card,6948.0,Gaurika Vora,Bengaluru,145.0,Blue Grill,Mumbai,Italian,,375.0,30.0,0.0,,,18.75,423.75,2.0,1.0,2.0,Wrong item delivered.,Negative,,,
100583,2023-09-16,07:37:00,37,Delivered,UPI,11201.0,Yash Borra,Chandigarh,634.0,TASTY KITCHEN,Nagpur,Thai,,211.0,25.0,105.5,ZOM4U47D,Great Indian Food Fest,10.55,141.05,4.0,5.0,5.0,Best biryani in town!,Positive,28.4,0.0,Clear
100584,2024-03-17,20:27:00,51,Cancelled,Net Banking,9752.0,Jalsa Shenoy,Pune,723.0,Royal House,Ludhiana,Chinese,,668.0,49.0,0.0,,,33.4,750.4,,,,,,,,
100585,2023-11-29,21:14:00,39,Cancelled,Credit Card,7328.0,Gavin Gade,Bengaluru,343.0,The Grill,Ludhiana,North Indian,,143.0,30.0,0.0,,,7.15,180.15,,,,,,33.4,0.0,Cloudy
100585,2023-11-29,21:14:00,39,Cancelled,Credit Card,7328.0,Gavin Gade,Bengaluru,343.0,The Grill,Ludhiana,North Indian,,143.0,30.0,0.0,,,7.15,180.15,,,,,,30.5,13.6,Clear
100585,2023-11-29,21:14:00,39,Cancelled,Credit Card,7328.0,Gavin Gade,Bengaluru,343.0,The Grill,Ludhiana,North Indian,,143.0,30.0,0.0,,,7.15,180.15,,,,,,22.4,48.4,Clear
100586,2024-07-14,17:27:00,29,Cancelled,Debit Card,4379.0,jagrati nayak,Chandigarh,407.0,Grand Cafe,Jaipur,Pizza,,488.0,0.0,122.0,ZOMFCC3Y,Mega Cashback Week,24.4,390.4,,,,,,,,
100587,2024-07-04,10:37:00,20,Cancelled,Credit Card,7692.0,Ekaraj Chatterjee,Ahmedabad,888.0,Blue Bites,Nashik,Healthy Food,,225.0,20.0,0.0,,,11.25,256.25,,,,,,,,
100588,2023-07-15,10:12:00,69,Delivered Late,Cash on Delivery,4128.0,Hritik Kulkarni,Chennai,1128.0,Curry Point,Visakhapatnam,Seafood,,308.0,49.0,0.0,,,15.4,372.4,2.0,1.0,2.0,Wrong item delivered.,Negative,22.6,37.7,Rainy
100588,2023-07-15,10:12:00,69,Delivered Late,Cash on Delivery,4128.0,Hritik Kulkarni,Chennai,1128.0,Curry Point,Visakhapatnam,Seafood,,308.0,49.0,0.0,,,15.4,372.4,2.0,1.0,2.0,Wrong item delivered.,Negative,25.3,0.0,Rainy
100589,2024-02-17,20:17:00,27,Delivered,Wallet,10739.0,Jagrati Padmanabhan,Chandigarh,762.0,The Hub,Surat,Healthy Food,,354.0,20.0,35.4,ZOMQJT3W,First Order Free Delivery,17.7,356.3,5.0,5.0,5.0,Great food and fast delivery!,Positive,16.3,1.3,Cloudy
100589,2024-02-17,20:17:00,27,Delivered,Wallet,10739.0,Jagrati Padmanabhan,Chandigarh,762.0,The Hub,Surat,Healthy Food,,354.0,20.0,35.4,ZOMQJT3W,First Order Free Delivery,17.7,356.3,5.0,5.0,5.0,Great food and fast delivery!,Positive,13.3,0.5,Clear
100590,2024-02-14,18:32:00,37,Cancelled,Credit Card,10021.0,max kumer,Raipur,301.0,Urban Diner,Ahmedabad,Seafood,,180.0,40.0,18.0,ZOMKH3LV,Festive Feast,9.0,211.0,,,,,,,,
100591,2023-06-07,09:26:00,24,Cancelled,Net Banking,1639.0,Aadhya Ahuja,Kolkata,174.0,Urban Cafe,Visakhapatnam,Sushi,,550.0,40.0,0.0,,,27.5,617.5,,,,,,28.2,0.0,Clear
100592,2023-07-20,14:33:00,15,Delivered,Net Banking,1365.0,Oscar Bhatnagar,Raipur,329.0,Green Kitchen,Lucknow,Continental,,451.0,25.0,180.4,ZOMU9ASQ,Summer Splash,22.55,318.15,,,,,,25.2,236.2,Cloudy
100593,2024-04-09,12:17:00,56,Delivered Late,UPI,10583.0,ANAMIKA SHARMA,Bhubaneswar,43.0,curry hub,Chandigarh,Seafood,,274.0,20.0,0.0,,,13.7,307.7,4.0,3.0,5.0,Great food and fast delivery!,Positive,,,
100594,2024-06-08,10:21:00,27,Delivered,Credit Card,7205.0,Qarin Bahri,Nagpur,186.0,the kitchen,Delhi,Italian,,201.0,25.0,0.0,,,10.05,236.05,4.0,4.0,4.0,Amazing experience overall.,Positive,32.2,237.2,Clear
100595,2024-09-22,15:22:00,26,Delivered,Net Banking,9445.0,Yashoda Nori,Chennai,275.0,Blue Point,Ludhiana,Desserts,,606.0,30.0,242.4,ZOMGCS4D,App Exclusive Deal,30.3,423.9,3.0,4.0,2.0,Average experience.,Neutral,33.0,208.4,Foggy
100595,2024-09-22,15:22:00,26,Delivered,Net Banking,9445.0,Yashoda Nori,Chennai,275.0,Blue Point,Ludhiana,Desserts,,606.0,30.0,242.4,ZOMGCS4D,App Exclusive Deal,30.3,423.9,3.0,4.0,2.0,Average experience.,Neutral,28.0,0.0,Stormy
100596,2024-04-09,14:06:00,39,Delivered,Debit Card,11562.0,Qushi Vaidya,Chennai,1174.0,spicy point,Chennai,Mughlai,,243.0,25.0,48.6,ZOMVAVQC,First Order Free Delivery,12.15,231.55,4.0,5.0,5.0,"Loved the taste, will order again.",Positive,33.5,5.0,Foggy
100597,2024-03-02,17:14:00,31,Food Not Delivered,Cash on Delivery,10374.0,Lakshit Brahmbhatt,Indore,65.0,Royal Cafe,Mumbai,BBQ,,692.0,40.0,69.2,ZOM69PT4,First Order Free Delivery,34.6,697.4,5.0,5.0,5.0,,Positive,,,
100598,2023-05-06,10:24:00,47,Delivered,UPI,1310.0,Chatresh Thakur,Bhubaneswar,1139.0,The Hub,Ahmedabad,North Indian,,502.0,40.0,0.0,,,25.1,567.1,5.0,5.0,5.0,Best biryani in town!,Positive,30.3,17.6,Stormy
100599,2024-11-09,17:35:00,31,Food Not Delivered,Cash on Delivery,11713.0,Nilima Dalal,Mumbai,1136.0,Curry Diner,Ludhiana,Desserts,,432.0,20.0,0.0,,,21.6,,1.0,1.0,1.0,Delivery took way too long.,Negative,,,
100600,2023-03-06,13:08:00,19,Delivered,Debit Card,5244.0,Udant Savant,Bengaluru,853.0,Grand Cafe,Bhubaneswar,Healthy Food,,239.0,49.0,119.5,ZOMXWWGT,Weekend Bonanza,11.95,180.45,3.0,4.0,4.0,"Food was okay, nothing special.",Neutral,,,
100601,2024-11-14,09:27:00,35,Cancelled,Wallet,7606.0,Zansi Kibe,Raipur,632.0,The Point,Nagpur,Street Food,,557.0,49.0,0.0,,,27.85,633.85,,,,,,,,
100602,2024-02-07,18:50:00,43,Delivered,Debit Card,3554.0,Eshana Sarkar,Coimbatore,482.0,Urban Treats,Visakhapatnam,Mughlai,,593.0,0.0,118.6,ZOMGSMXR,Late Night Cravings,29.65,504.05,3.0,4.0,2.0,"Food was okay, nothing special.",Neutral,16.4,0.0,Clear
100602,2024-02-07,18:50:00,43,Delivered,Debit Card,3554.0,Eshana Sarkar,Coimbatore,482.0,Urban Treats,Visakhapatnam,Mughlai,,593.0,0.0,118.6,ZOMGSMXR,Late Night Cravings,29.65,504.05,3.0,4.0,2.0,"Food was okay, nothing special.",Neutral,13.3,0.0,Clear
100603,2024-11-08,03:41:00,22,Delivered,Debit Card,2693.0,Maanav Dyal,Indore,989.0,Golden Diner,Guwahati,South Indian,,281.0,0.0,0.0,,,14.05,295.05,,4.0,3.0,,Neutral,,,
100604,2023-01-21,09:49:00,27,Delivered,Credit Card,3976.0,Ojas Nayar,Baroda,178.0,Blue Kitchen,Vadodara,South Indian,,446.0,0.0,0.0,,,22.3,468.3,5.0,4.0,5.0,Best biryani in town!,Positive,16.2,4.1,Clear
100605,2024-11-04,21:08:00,26,Delivered,Net Banking,11168.0,Ishwar Bassi,Nagpur,768.0,Blue Kitchen,Delhi,North Indian,,440.0,40.0,0.0,,,22.0,502.0,,5.0,5.0,"Loved the taste, will order again.",Positive,33.5,2.8,Cloudy
100606,2023-05-11,19:09:00,32,Delivered,Net Banking,4513.0,Yasti Ratta,Indore,702.0,Tasty Corner,Bhubaneswar,Biryani,,242.0,30.0,0.0,,,12.1,284.1,2.0,1.0,2.0,Wrong item delivered.,Negative,33.7,1.0,Foggy
100607,2023-10-24,18:35:00,37,Cancelled,Debit Card,11444.0,Samarth Reddy,Delhi,976.0,Green Diner,Pune,Italian,,529.0,40.0,211.6,ZOM2GW3X,New User Special,26.45,383.85,,,,,,,,
100608,2024-04-15,12:34:00,21,Delivered,Debit Card,2594.0,Aarnav Jaggi,Kochi,178.0,Blue Kitchen,Vadodara,South Indian,,568.0,49.0,170.4,ZOM4QNB2,Summer Splash,28.4,475.0,3.0,3.0,2.0,Average experience.,Neutral,,,
100609,2023-08-23,18:38:00,33,Delivered,Net Banking,8775.0,Nimrat Mandal,Hyderabad,759.0,Green Diner,Kolkata,Italian,,210.0,20.0,0.0,,,10.5,240.5,4.0,4.0,3.0,Delivery partner was very polite.,Positive,24.7,245.0,Foggy
100610,2023-04-20,13:42:00,82,Delivered Late,Cash on Delivery,5307.0,Nandini Pillai,Patna,160.0,Royal House,Vadodara,Desserts,,726.0,40.0,0.0,,,36.3,802.3,3.0,3.0,2.0,Delivery was on time but food was mediocre.,Neutral,36.8,0.0,Clear
100610,2023-04-20,13:42:00,82,Delivered Late,Cash on Delivery,5307.0,Nandini Pillai,Patna,160.0,Royal House,Vadodara,Desserts,,726.0,40.0,0.0,,,36.3,802.3,3.0,3.0,2.0,Delivery was on time but food was mediocre.,Neutral,29.7,1.4,Clear
100610,2023-04-20,13:42:00,82,Delivered Late,Cash on Delivery,5307.0,Nandini Pillai,Patna,160.0,Royal House,Vadodara,Desserts,,726.0,40.0,0.0,,,36.3,802.3,3.0,3.0,2.0,Delivery was on time but food was mediocre.,Neutral,39.0,2.7,Clear
100611,2024-07-22,10:14:00,33,Cancelled,Debit Card,270.0,Sarthak Sachdeva,Bhubaneswar,1036.0,Tasty Cafe,Coimbatore,Sushi,,209.0,49.0,0.0,,,10.45,268.45,,,,,,21.7,0.0,Humid
100611,2024-07-22,10:14:00,33,Cancelled,Debit Card,270.0,Sarthak Sachdeva,Bhubaneswar,1036.0,Tasty Cafe,Coimbatore,Sushi,,209.0,49.0,0.0,,,10.45,268.45,,,,,,23.3,90.6,Humid
100611,2024-07-22,10:14:00,33,Cancelled,Debit Card,270.0,Sarthak Sachdeva,Bhubaneswar,1036.0,Tasty Cafe,Coimbatore,Sushi,,209.0,49.0,0.0,,,10.45,268.45,,,,,,35.4,13.8,Clear
100612,2024-06-24,10:59:00,28,Cancelled,Debit Card,10246.0,Omisha Mandal,Bengaluru,1198.0,Green Hub,Bhubaneswar,Mexican,,415.0,49.0,0.0,,,20.75,484.75,,,,,,34.2,116.1,Rainy
100613,2023-06-05,08:07:00,60,Delivered Late,Wallet,11048.0,Arin Dhar,Chennai,900.0,Grand Treats,Nashik,Street Food,,478.0,20.0,191.2,ZOMS9U0L,Monsoon Munchies,23.9,330.7,1.0,2.0,2.0,Delivery took way too long.,Negative,32.5,12.3,Clear
100613,2023-06-05,08:07:00,60,Delivered Late,Wallet,11048.0,Arin Dhar,Chennai,900.0,Grand Treats,Nashik,Street Food,,478.0,20.0,191.2,ZOMS9U0L,Monsoon Munchies,23.9,330.7,1.0,2.0,2.0,Delivery took way too long.,Negative,28.9,140.1,Rainy
100614,2024-04-12,14:58:00,46,Delivered,Wallet,5998.0,Nidhi Sawhney,Ahmedabad,306.0,Blue House,Bhopal,North Indian,,332.0,0.0,0.0,,,16.6,348.6,3.0,3.0,4.0,,Neutral,33.8,4.4,Humid
100614,2024-04-12,14:58:00,46,Delivered,Wallet,5998.0,Nidhi Sawhney,Ahmedabad,306.0,Blue House,Bhopal,North Indian,,332.0,0.0,0.0,,,16.6,348.6,3.0,3.0,4.0,,Neutral,34.7,0.9,Clear
100615,2023-04-27,11:41:00,24,Food Not Delivered,Debit Card,5233.0,Aarush Sathe,Kochi,611.0,Curry Kitchen,Ahmedabad,Burgers,,106.0,25.0,0.0,,,5.3,136.3,,,,,,,,
100616,2023-04-09,21:04:00,25,Delivered,Wallet,3881.0,Vedhika Lata,Guwahati,108.0,Spicy Hub,Jaipur,Chinese,,249.0,49.0,99.6,ZOM85VXV,Festive Feast,12.45,210.85,5.0,4.0,4.0,Amazing experience overall.,Positive,26.4,0.0,Humid
100617,2024-04-10,15:52:00,38,Delivered,Credit Card,3670.0,Triya Bajaj,Visakhapatnam,,,,,,263.0,30.0,0.0,,,13.15,,,4.0,2.0,"Food was okay, nothing special.",Neutral,,,
100618,2023-11-23,11:28:00,43,Delivered,Credit Card,6698.0,Ekaja Srivastava,Chennai,809.0,Blue Kitchen,Ahmedabad,BBQ,,555.0,30.0,0.0,,,27.75,612.75,3.0,4.0,3.0,Delivery was on time but food was mediocre.,Neutral,17.7,0.0,Cloudy
100618,2023-11-23,11:28:00,43,Delivered,Credit Card,6698.0,Ekaja Srivastava,Chennai,809.0,Blue Kitchen,Ahmedabad,BBQ,,555.0,30.0,0.0,,,27.75,612.75,3.0,4.0,3.0,Delivery was on time but food was mediocre.,Neutral,24.0,19.5,Clear
100619,2024-05-23,02:26:00,32,Cancelled,Cash on Delivery,2716.0,Zansi Kothari,Bhubaneswar,1051.0,Green Corner,Vadodara,Sushi,,216.0,25.0,32.4,ZOMW91KF,Summer Splash,10.8,219.4,,,,,,35.2,27.8,Clear
100620,2024-09-24,19:02:00,36,Delivered,Wallet,7661.0,Samarth Chaudhary,Chandigarh,227.0,Green Point,Nagpur,Bakery,,452.0,30.0,0.0,,,22.6,504.6,4.0,3.0,4.0,"Loved the taste, will order again.",Positive,29.1,34.7,Cloudy
100621,2024-04-18,11:04:00,27,Food Not Delivered,Net Banking,2514.0,Timothy Deol,Delhi,702.0,Tasty Corner,Bhubaneswar,Biryani,,588.0,0.0,0.0,,,29.4,617.4,1.0,1.0,1.0,Very disappointed with the service.,Negative,26.1,0.0,Cloudy
100622,2024-08-29,14:44:00,30,Delivered,Credit Card,9533.0,Jeremiah Lanka,Jaipur,875.0,Spicy Diner,Nashik,Bakery,,405.0,20.0,0.0,,,20.25,445.25,5.0,4.0,4.0,"Loved the taste, will order again.",Positive,26.0,45.7,Clear
100623,2023-08-18,20:11:00,23,Delivered,Debit Card,9870.0,Harish Murthy,Jaipur,1069.0,The House,Visakhapatnam,South Indian,,420.0,49.0,0.0,,,21.0,490.0,5.0,5.0,5.0,Best biryani in town!,Positive,29.7,644.3,Clear
100624,2024-04-02,10:44:00,26,Delivered,Net Banking,7697.0,Oeshi Murthy,Jaipur,1142.0,Spicy Grill,Pune,Mexican,,231.0,49.0,0.0,,,11.55,291.55,,,,,,30.9,1.0,Cloudy
100625,2024-06-20,13:49:00,49,Delivered,Debit Card,10363.0,YUTIKA DAVE,Kolkata,406.0,Curry Grill,Coimbatore,Seafood,,289.0,20.0,86.7,ZOM99L2D,New User Special,14.45,236.75,2.0,3.0,1.0,Quality was not up to the mark.,Negative,,,
100626,2024-07-28,16:00:00,31,Delivered,Cash on Delivery,10488.0,Quincy Nagi,Chandigarh,565.0,Grand Hub,Vadodara,Fast Food,,568.0,40.0,284.0,ZOMPN5KJ,Republic Day Offer,28.4,352.4,,,,,,24.3,0.0,Humid
100627,2023-02-22,11:50:00,18,Cancelled,Credit Card,8562.0,Chaaya Sehgal,Ahmedabad,343.0,The Grill,Ludhiana,North Indian,,407.0,30.0,61.05,ZOMTL27T,App Exclusive Deal,20.35,396.3,,,,,,19.2,0.0,Cloudy
100628,2024-03-26,01:14:00,35,Delivered,UPI,1989.0,Krisha Hari,Jaipur,,,,,,351.0,49.0,0.0,,,17.55,417.55,3.0,3.0,2.0,,Neutral,,,
